ticker,as_of_date,net_buy,total_buy_votes,total_sell_votes,entry_price,exit_price,status,days_to_exit,entry_touched
TJAN,2026-05-17,True,4,2,27.6,30.79,missed,,False
TJAN,2026-05-27,True,4,0,26.31,28.7,missed,,False
TJAN,2026-06-06,True,4,1,27.9,30.79,missed,,False
TJAN,2026-06-16,True,6,0,27.9,30.98,missed,,False
TJAN,2026-06-26,True,5,0,26.31,28.7,missed,,False
UI,2026-03-28,True,4,1,775.53,792.07,missed,,False
UI,2026-04-07,True,2,1,821.34,919.41,missed,,False
UI,2026-04-17,True,6,0,950.0,1191.42,missed,,False
UI,2026-04-27,True,4,2,1001.47,1014.33,hit,4.0,True
UI,2026-05-07,True,3,2,925.5,955.9,missed,,True
UI,2026-05-17,False,0,5,622.45,955.9,missed,,True
UI,2026-05-27,False,1,4,609.9,624.0,missed,,True
UI,2026-06-06,False,0,4,567.33,585.53,hit,4.0,True
UI,2026-06-16,False,0,4,556.32,567.8,missed,,True
UI,2026-06-26,False,0,6,526.33,562.36,missed,,True
VUZI,2026-03-28,False,1,3,2.17,2.23,missed,,False
VUZI,2026-04-07,False,1,3,2.34,2.38,missed,,False
VUZI,2026-04-17,True,3,2,2.55,2.87,missed,,True
VUZI,2026-04-27,False,0,4,2.34,2.44,hit,3.0,True
VUZI,2026-05-07,True,4,0,2.83,3.15,missed,,False
VUZI,2026-05-17,True,4,1,2.98,3.02,missed,,False
VUZI,2026-05-27,True,4,1,4.71,4.9,missed,,True
VUZI,2026-06-06,True,3,1,2.9,4.19,missed,,False
VUZI,2026-06-16,False,2,2,2.9,3.34,missed,,True
VUZI,2026-06-26,False,0,4,2.74,2.85,hit,2.0,True
WSR,2026-03-28,True,3,1,15.04,17.46,missed,,False
WSR,2026-04-07,True,6,0,15.04,17.7,missed,,False
WSR,2026-04-17,True,5,0,17.7,20.69,missed,,False
WSR,2026-04-27,True,3,2,16.4,20.66,missed,,False
WSR,2026-05-07,True,4,1,15.04,19.5,missed,,False
WSR,2026-05-17,True,3,1,15.04,19.5,missed,,False
WSR,2026-05-27,True,5,0,15.04,20.9,missed,,False
WSR,2026-06-06,True,4,0,15.04,20.9,missed,,False
WSR,2026-06-16,True,4,0,15.04,21.0,missed,,False
WSR,2026-06-26,True,5,0,15.04,21.0,missed,,False
